AIRLINE,FL_DATE,DEP_DELAY
American Airlines Inc.,2020-05-20,-2.164705882352941
American Airlines Inc.,2020-05-21,-2.0526315789473686
American Airlines Inc.,2020-05-22,-2.0285714285714285
American Airlines Inc.,2020-05-23,-0.9649122807017544
American Airlines Inc.,2020-05-24,-0.3698630136986301
American Airlines Inc.,2020-05-25,-0.7654320987654321
American Airlines Inc.,2020-05-26,-0.46153846153846156
American Airlines Inc.,2020-05-27,0.4426229508196721
American Airlines Inc.,2020-05-28,1.8840579710144927
American Airlines Inc.,2020-05-29,-2.1142857142857143
American Airlines Inc.,2020-05-30,-4.359375
American Airlines Inc.,2020-05-31,-2.211764705882353
American Airlines Inc.,2020-06-01,-3.6956521739130435
American Airlines Inc.,2020-06-02,-5.607843137254902
American Airlines Inc.,2020-06-03,-0.6533333333333333
American Airlines Inc.,2020-06-04,1.0707070707070707
American Airlines Inc.,2020-06-05,-1.5157894736842106
American Airlines Inc.,2020-06-06,11.638297872340425
American Airlines Inc.,2020-06-07,-3.0636363636363635
American Airlines Inc.,2020-06-08,-2.2641509433962264
American Airlines Inc.,2020-06-09,-0.39805825242718446
American Airlines Inc.,2020-06-10,-2.099009900990099
American Airlines Inc.,2020-06-11,-1.7619047619047619
American Airlines Inc.,2020-06-12,3.4615384615384617
American Airlines Inc.,2020-06-13,-1.6767676767676767
American Airlines Inc.,2020-06-14,-3.1122448979591835
American Airlines Inc.,2020-06-15,-3.396039603960396
American Airlines Inc.,2020-06-16,-1.5508474576271187
American Airlines Inc.,2020-06-17,-1.1428571428571428
American Airlines Inc.,2020-06-18,-2.3979591836734695
American Airlines Inc.,2020-06-19,-0.3181818181818182
American Airlines Inc.,2020-06-20,8.472222222222221
American Airlines Inc.,2020-06-21,3.9591836734693877
American Airlines Inc.,2020-06-22,4.651685393258427
American Airlines Inc.,2020-06-23,3.3917525773195876
American Airlines Inc.,2020-06-24,-2.989010989010989
American Airlines Inc.,2020-06-25,-2.32183908045977
American Airlines Inc.,2020-06-26,-2.076923076923077
American Airlines Inc.,2020-06-27,-2.8
American Airlines Inc.,2020-06-28,3.9514563106796117
American Airlines Inc.,2020-06-29,1.0
American Airlines Inc.,2020-06-30,-0.7731958762886598
American Airlines Inc.,2020-07-01,2.075268817204301
American Airlines Inc.,2020-07-02,1.4736842105263157
